Doador;CPF/CNPJ;Data;Nº Recibo Eleitoral;Valor R$;Espécie do Recurso;Nome do Candidato;Número do Candidato;Candidatura;Partido;UF;
Comitê Financeiro Estadual/Distrital para Senador da República;12.147.828/0001-56;21/09/2010;11000009168;R$ 2.000,00;Cheque;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;23/09/2010;11000009176;R$ 600,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;17/09/2010;11000009178;R$ 2.400,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;30/09/2010;11000009177;R$ 400,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;24/08/2010;11000009165;R$ 260,10;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;25/08/2010;11000009166;R$ 5.000,00;Cheque;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;12/08/2010;11000009161;R$ 3.000,00;Cheque;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;01/09/2010;11000009169;R$ 520,20;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;08/09/2010;11000009170;R$ 375,70;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;15/09/2010;11000009171;R$ 404,60;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;27/09/2010;11000009172;R$ 3.000,00;Cheque;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;10/08/2010;11000009173;R$ 150,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;23/08/2010;11000009174;R$ 200,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;28/08/2010;11000009175;R$ 220,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;17/08/2010;11000009164;R$ 260,10;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
Comitê Financeiro Único;12.147.825/0001-12;10/08/2010;11000009163;R$ 144,50;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
GLADSON DE LIMA CAMELI;12.176.958/0001-17;30/07/2010;11000009180;R$ 600,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
GLADSON DE LIMA CAMELI;12.176.958/0001-17;24/09/2010;11000009179;R$ 1.500,00;Transferência eletrônica;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
GLADSON DE LIMA CAMELI;12.176.958/0001-17;09/09/2010;11000009167;R$ 1.500,00;Transferência eletrônica;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
GLADSON DE LIMA CAMELI;12.176.958/0001-17;10/08/2010;11000009181;R$ 250,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
GLADSON DE LIMA CAMELI;12.176.958/0001-17;04/08/2010;11000009162;R$ 400,00;Estimado;MARIA ZILMAR DA ROCHA PAIVA;11444;Deputado Estadual;PP;AC;
