Doador;CPF/CNPJ;Data;Nº Recibo Eleitoral;Valor R$;Espécie do Recurso;Tipo do Comitê;Partido;UF;
CONSTRUCOES E COMERCIO CAMARGO CORREA SA;61.522.512/0001-02;30/09/2010;15000172352;R$ 250.000,00;Transferência eletrônica;Comitê Financeiro Único;PMDB;ES;
CONSTRUCOES E COMERCIO CAMARGO CORREA SA;61.522.512/0001-02;16/09/2010;15000172358;R$ 260.000,00;Transferência eletrônica;Comitê Financeiro Único;PMDB;ES;
CONSTRUCOES E COMERCIO CAMARGO CORREA SA;61.522.512/0001-02;30/09/2010;15000172364;R$ 200.000,00;Transferência eletrônica;Comitê Financeiro Único;PMDB;ES;
Diretório Estadual/Distrital;31.675.994/0001-70;23/09/2010;15000172361;R$ 16.875,00;Cheque;Comitê Financeiro Único;PMDB;ES;
Diretório Estadual/Distrital;31.675.994/0001-70;09/09/2010;15000172354;R$ 16.875,00;Cheque;Comitê Financeiro Único;PMDB;ES;
ENGENHARIA E CONSTRUTORA ARARIBOIA LTDA;28.038.024/0001-59;26/08/2010;15000172351;R$ 15.000,00;Transferência eletrônica;Comitê Financeiro Único;PMDB;ES;
ENGENHARIA E CONSTRUTORA ARARIBOIA LTDA;28.038.024/0001-59;17/09/2010;15000172360;R$ 10.000,00;Cheque;Comitê Financeiro Único;PMDB;ES;
ENGEVIX ENGENHARIA SA;00.103.582/0001-31;13/09/2010;15000172355;R$ 150.000,00;Transferência eletrônica;Comitê Financeiro Único;PMDB;ES;
FERTILIZANTES FOSFATADOS SA FOSFERTIL;19.443.985/0001-58;14/09/2010;15000172356;R$ 560.000,00;Cheque;Comitê Financeiro Único;PMDB;ES;
MARCA CONSTRUTORA E SERVICOS LTDA;35.971.738/0001-80;04/10/2010;15000172366;R$ 69.000,00;Transferência eletrônica;Comitê Financeiro Único;PMDB;ES;
PELICANO CONSTRUCOES LTDA;27.426.196/0001-37;23/09/2010;15000172362;R$ 15.000,00;Cheque;Comitê Financeiro Único;PMDB;ES;
PME MAQUINAS E EQUIPAMENTOS LTDA;00.985.004/0001-76;30/09/2010;15000172365;R$ 30.000,00;Transferência eletrônica;Comitê Financeiro Único;PMDB;ES;
RECOFARMA INSUSTRIA DO AMAZONAS LTDA;61.454.393/0006-02;16/09/2010;15000172357;R$ 200.000,00;Cheque;Comitê Financeiro Único;PMDB;ES;
ULTRAFERTIL SA;02.476.026/0001-36;16/09/2010;15000172359;R$ 160.000,00;Cheque;Comitê Financeiro Único;PMDB;ES;
VILA PORTO INTERNACIONAL BUSINESS SA;05.762.820/0001-34;29/09/2010;15000172363;R$ 55.000,00;Transferência eletrônica;Comitê Financeiro Único;PMDB;ES;
