Doador;CPF/CNPJ;Data;Nº Recibo Eleitoral;Valor R$;Espécie do Recurso;Tipo do Comitê;Partido;UF;
CAMTER CONSTRUÇÕES E EMPREENDIMENTOS S.A.;05.500.018/0001-76;02/09/2010;14000129206;R$ 125.000,00;Transferência eletrônica;Comitê Financeiro Único;PTB;RJ;
CARIOCA CHRISTIANI-NIELSEN ENGENHARIA S.A.;40.450.769/0001-26;22/09/2010;14000129210;R$ 15.000,00;Transferência eletrônica;Comitê Financeiro Único;PTB;RJ;
CARVALHO HOSKEN S/A  ENGENHARIA E CONSTRUÇÕES;33.342.023/0001-33;27/09/2010;14000129211;R$ 100.000,00;Transferência eletrônica;Comitê Financeiro Único;PTB;RJ;
Comitê Financeiro Único;12.181.923/0001-76;08/09/2010;14000129205;R$ 263.000,00;Transferência eletrônica;Comitê Financeiro Único;PTB;RJ;
Comitê Financeiro Único;12.181.923/0001-76;24/09/2010;14000129207;R$ 150,00;Estimado;Comitê Financeiro Único;PTB;RJ;
Comitê Financeiro Único;12.181.923/0001-76;30/09/2010;14000129212;R$ 150,00;Estimado;Comitê Financeiro Único;PTB;RJ;
Comitê Financeiro Único;12.181.923/0001-76;30/09/2010;14000129213;R$ 150,00;Estimado;Comitê Financeiro Único;PTB;RJ;
Comitê Financeiro Único;12.181.923/0001-76;13/09/2010;14000129204;R$ 150,00;Estimado;Comitê Financeiro Único;PTB;RJ;
Diretório Estadual/Distrital;03.518.656/0001-99;20/07/2010;14000129201;R$ 79.000,00;Cheque;Comitê Financeiro Único;PTB;RJ;
Diretório Nacional;03.605.136/0001-13;18/08/2010;14000129203;R$ 400.000,00;Cheque;Comitê Financeiro Único;PTB;RJ;
Diretório Nacional;03.605.136/0001-13;11/08/2010;14000129202;R$ 450.000,00;Cheque;Comitê Financeiro Único;PTB;RJ;
LEYROZ DE CAXIAS IND COM E LOG LTDA;06.958.578/0001-31;14/09/2010;14000129208;R$ 240.000,00;Transferência eletrônica;Comitê Financeiro Único;PTB;RJ;
PRAIAMAR IND COM E DISTRIBUIÇÃO LTDA;00.851.567/0001-71;14/09/2010;14000129209;R$ 60.000,00;Transferência eletrônica;Comitê Financeiro Único;PTB;RJ;
