Fornecedor;CPF/CNPJ;Data;Tipo Despesa;Valor R$;Forma de Pagamento;Beneficiário/contratante;
ADESIVE PLOTAGENS LTDA;11.099.451/0001-44;13/08/2010;       Publicidade por materiais impressos;R$ 252,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
ADESIVE PLOTAGENS LTDA;11.099.451/0001-44;13/08/2010;       Publicidade por materiais impressos;R$ 660,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
ADESIVE PLOTAGENS LTDA;11.099.451/0001-44;27/08/2010;       Publicidade por materiais impressos;R$ 350,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
AURIUMSOFT TECNOLOGIA E VIDEO LTDA;07.339.067/0001-02;17/08/2010;       Publicidade por jornais e revistas;R$ 960,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
EDITORA INTERBAIRROS LTDA;97.465.900/0002-27;09/09/2010;       Publicidade por jornais e revistas;R$ 700,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
EFETAGRAF GRAFICA E EDITORA;10.524.779/0001-06;03/09/2010;       Publicidade por materiais impressos;R$ 950,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
EFETAGRAF GRAFICA E EDITORA;10.524.779/0001-06;20/08/2010;       Publicidade por materiais impressos;R$ 240,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
ELETRO SOM SETE LTDA;76.926.518/0001-12;21/09/2010;       Publicidade por carros de som;R$ 440,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
OFICINA DO IMPRESSO GRAFICA E EDITORA LTDA;00.495.545/0001-16;09/08/2010;       Publicidade por materiais impressos;R$ 270,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
PAPELARIA NOBRE;80.848.336/0001-48;27/10/2010;       Materiais de expediente;R$ 44,36;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
POSTO DONA ISABEL;03.262.929/0001-87;01/10/2010;       Combustíveis e lubrificantes;R$ 500,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
PRIEL- ETIQUETAS E SERIGRAFIA;05.110.854/0001-44;17/08/2010;       Publicidade por materiais impressos;R$ 500,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
PRIEL- ETIQUETAS E SERIGRAFIAS;10.524.779/0001-06;06/08/2010;       Publicidade por materiais impressos;R$ 375,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
UNIVERSO ONLINE S.A.;01.109.184/0004-38;20/09/2010;       Criação e inclusão de páginas na internet;R$ 522,00;Cheque; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
;;11/10/2010;       Encargos financeiros e taxas bancárias;R$ 18,64;Débito em conta; -  -  / 2035 - ERASMO BULZICO - PR - Deputado Federal;
