Doador;CPF/CNPJ;Data;Nº Recibo Eleitoral;Valor R$;Espécie do Recurso;Tipo do Comitê;Partido;UF;
ALUSA ENGENHARIA LTDA.;58.580.465/0001-49;16/09/2010;12001081377;R$ 50.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
ALUSA ENGENHARIA LTDA.;58.580.465/0001-49;31/08/2010;12001081362;R$ 50.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BANCO ALVORADA S/A;33.870.163/0001-84;24/09/2010;12001081372;R$ 150.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BANCO ALVORADA S/A;33.870.163/0001-84;10/09/2010;12001081371;R$ 150.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BANCO ALVORADA S/A;33.870.163/0001-84;25/08/2010;12001081361;R$ 150.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BANCO ALVORADA S/A;33.870.163/0001-84;24/09/2010;12001081373;R$ 200.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BANCO BMG;61.186.680/0001-74;01/10/2010;12001081374;R$ 250.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BANCO BMG;61.186.680/0001-74;26/07/2010;12001081353;R$ 500.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BANCO BRADESCO S/A;60.746.948/0001-12;11/08/2010;12001081369;R$ 150.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BMG LEASING ARREND. MERC. S/A;34.265.561/0001-34;19/08/2010;12001081357;R$ 250.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
BRF - BRASIL FOODS S/A;01.838.723/0001-27;06/09/2010;12001081368;R$ 40.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
Comitê Financeiro Único;12.200.075/0001-03;25/08/2010;12001081365;R$ 8.160,38;Estimado;Comitê Financeiro Único;PDT;SP;
Comitê Financeiro Único;12.200.075/0001-03;11/08/2010;12001081364;R$ 65.755,20;Estimado;Comitê Financeiro Único;PDT;SP;
Comitê Financeiro Único;12.200.075/0001-03;01/09/2010;12001081356;R$ 150.000,00;Cheque;Comitê Financeiro Único;PDT;SP;
Comitê Financeiro Único;12.200.075/0001-03;26/08/2010;12001081366;R$ 3.582,75;Estimado;Comitê Financeiro Único;PDT;SP;
Comitê Financeiro Único;12.200.075/0001-03;10/08/2010;12001081355;R$ 150.000,00;Cheque;Comitê Financeiro Único;PDT;SP;
Diretório Estadual/Distrital;52.166.063/0001-16;15/09/2010;12001081370;R$ 30.000,00;Cheque;Comitê Financeiro Único;PDT;SP;
GERDAU COMERCIAL DE AÇOS S/A;07.369.685/0001-97;06/08/2010;12001081354;R$ 350.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
GERDAU COMERCIAL DE AÇOS S/A;07.369.685/0001-97;15/09/2010;12001081367;R$ 150.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
INDUSTRIAS ROMI S/A;56.720.428/0001-63;09/09/2010;12001081375;R$ 90.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
INDUSTRIAS ROMI S/A;56.720.428/0001-63;20/09/2010;12001081376;R$ 10.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
LIBRA HOLDING S/A;68.661.057/0001-75;25/08/2010;12001081360;R$ 30.000,00;Transferência eletrônica;Comitê Financeiro Único;PDT;SP;
