Doador;CPF/CNPJ;Data;Nº Recibo Eleitoral;Valor R$;Espécie do Recurso;Tipo do Comitê;Partido;UF;
Comitê Financeiro Único;12.181.923/0001-76;03/09/2010;20000670026;R$ 500.000,00;Transferência eletrônica;Comitê Financeiro Único;PSC;RJ;
Comitê Financeiro Único;12.181.923/0001-76;26/07/2010;20000670021;R$ 750.000,00;Transferência eletrônica;Comitê Financeiro Único;PSC;RJ;
Comitê Financeiro Único;12.181.923/0001-76;06/08/2010;20000670022;R$ 750.000,00;Transferência eletrônica;Comitê Financeiro Único;PSC;RJ;
Comitê Financeiro Único;12.181.923/0001-76;13/09/2010;20000670028;R$ 500.000,00;Transferência eletrônica;Comitê Financeiro Único;PSC;RJ;
Diretório Estadual/Distrital;31.941.115/0001-04;15/09/2010;20000670033;R$ 40.000,00;Cheque;Comitê Financeiro Único;PSC;RJ;
Diretório Nacional;01.450.856/0001-21;08/10/2010;20000670032;R$ 700.000,00;Transferência eletrônica;Comitê Financeiro Único;PSC;RJ;
Diretório Nacional;01.450.856/0001-21;31/08/2010;20000670025;R$ 30.000,00;Cheque;Comitê Financeiro Único;PSC;RJ;
Diretório Nacional;01.450.856/0001-21;17/09/2010;20000670027;R$ 150.000,00;Cheque;Comitê Financeiro Único;PSC;RJ;
Diretório Nacional;01.450.856/0001-21;30/09/2010;20000670031;R$ 400.000,00;Transferência eletrônica;Comitê Financeiro Único;PSC;RJ;
Diretório Nacional;01.450.856/0001-21;22/09/2010;20000670029;R$ 1.000.000,00;Cheque;Comitê Financeiro Único;PSC;RJ;
LOCANTY COM. SERVIÇOS LTDA;02.182.621/0001-69;18/08/2010;20000670024;R$ 70.000,00;Cheque;Comitê Financeiro Único;PSC;RJ;
LOCANTY COM. SERVIÇOS LTDA;02.182.621/0001-69;23/09/2010;20000670030;R$ 80.000,00;Cheque;Comitê Financeiro Único;PSC;RJ;
VITAL ENGENHARIA AMBIENTAL S/A;02.536.066/0001-26;13/08/2010;20000670023;R$ 100.000,00;Transferência eletrônica;Comitê Financeiro Único;PSC;RJ;
