Fornecedor;CPF/CNPJ;Data;Tipo Despesa;Valor R$;Forma de Pagamento;Beneficiário/contratante;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;10/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 15.000,00;Cheque;45678 - ANTONIO DE MORAIS ANDRADE NETO - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;09/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 20.000,00;Cheque;45444 - PEDRO EURICO DE BARROS E SILVA - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;12/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 100.000,00;Cheque;45100 - ANDRE REGIS DE CARVALHO - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;09/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 20.000,00;Cheque;45677 - JAIRO PEREIRA DE OLIVEIRA - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;09/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 30.000,00;Cheque;45645 - CLAUDIANO FERREIRA MARTINS - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;04/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 50.000,00;Cheque;45645 - CLAUDIANO FERREIRA MARTINS - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;09/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 20.000,00;Cheque;45123 - TEREZINHA NUNES DA COSTA - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;09/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 50.000,00;Cheque;45123 - TEREZINHA NUNES DA COSTA - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;09/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 50.000,00;Cheque;45100 - ANDRE REGIS DE CARVALHO - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;03/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 21.000,00;Cheque;45222 - JOAQUIM NETO DE ANDRADE SILVA - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;09/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 20.000,00;Cheque;45321 - DUFLLES DE AZEVEDO PIRES - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
Comitê Financeiro Estadual/Distrital para Deputado Estadual - PSDB;12.205.250/0001-47;09/08/2010;       Doações financeiras a outros candidatos e/ou comitês financeiros;R$ 30.000,00;Cheque;45678 - ANTONIO DE MORAIS ANDRADE NETO - PSDB - PE - Deputado Estadual / Comitê Financeiro Distrital/Estadual para Deputado Estadual - PSDB - PE;
