Doador;CPF/CNPJ;Data;Nº Recibo Eleitoral;Valor R$;Espécie do Recurso;Tipo do Comitê;Partido;UF;
Comitê Financeiro Estadual/Distrital para Presidente da República;12.181.907/0001-83;10/09/2010;45000294204;R$ 28.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
Comitê Financeiro Estadual/Distrital para Presidente da República;12.181.907/0001-83;06/09/2010;45000294203;R$ 25.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
CONSTRUTORA NORBERTO ODEBRECHT S/A;15.102.288/0001-82;14/09/2010;45000294206;R$ 100.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
Diretório Estadual/Distrital;31.794.969/0001-05;02/08/2010;45000294201;R$ 161,00;Estimado;Comitê Financeiro Único;PSDB;ES;
Diretório Estadual/Distrital;31.794.969/0001-05;30/08/2010;45000294202;R$ 161,00;Estimado;Comitê Financeiro Único;PSDB;ES;
Diretório Nacional;03.653.474/0001-20;24/09/2010;45000294209;R$ 20.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
Diretório Nacional;03.653.474/0001-20;20/09/2010;45000294208;R$ 20.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
ENGENHARIA E CONSTRUTORA ARARIBOIA LTDA;28.038.024/0001-59;13/10/2010;45000294212;R$ 10.000,00;Cheque;Comitê Financeiro Único;PSDB;ES;
ETERNIT S/A;61.092.037/0001-81;13/09/2010;45000294205;R$ 35.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
LEYROZ DE CAXIAS IND COM E& LOGISTICA LTDA;06.958.578/0001-31;29/09/2010;45000294210;R$ 40.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
PRAIAMAR IND COM. E DISTRIBUICAO LTDA;00.851.567/0001-71;29/09/2010;45000294211;R$ 10.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
ULTRAFERTIL S/A;02.476.026/0001-36;14/09/2010;45000294207;R$ 1.270.000,00;Transferência eletrônica;Comitê Financeiro Único;PSDB;ES;
