Fornecedor;CPF/CNPJ;Data;Tipo Despesa;Valor R$;Forma de Pagamento;Beneficiário/contratante;
ANDRADE EMPREENDIMENTOS TECNOLOGICOS;10.811.130/0001-68;27/08/2010;       Publicidade por placas, estandartes e faixas;R$ 70.000,00;Transferência eletrônica; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
ATOMOS COMERCIAL LTDA;11.234.871/0001-96;10/08/2010;       Publicidade por placas, estandartes e faixas;R$ 30.000,00;Cheque; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
ATOMOS COMERCIAL LTDA;11.234.871/0001-96;14/09/2010;       Publicidade por placas, estandartes e faixas;R$ 100.000,00;Transferência eletrônica; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
ATOMOS COMERCIAL LTDA;11.234.871/0001-96;21/07/2010;       Publicidade por placas, estandartes e faixas;R$ 48.000,00;Cheque; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
ATOMOS COMERCIAL LTDA;11.234.871/0001-96;03/09/2010;       Publicidade por placas, estandartes e faixas;R$ 80.000,00;Transferência eletrônica; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
ATOMOS COMERCIAL LTDA;11.234.871/0001-96;21/09/2010;       Publicidade por placas, estandartes e faixas;R$ 74.986,50;Transferência eletrônica; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
ATOMOS COMERCIAL LTDA;11.234.871/0001-96;01/08/2010;       Publicidade por placas, estandartes e faixas;R$ 25.000,00;Cheque; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
ATOMOS COMERCIAL LTDA;11.234.871/0001-96;20/08/2010;       Publicidade por placas, estandartes e faixas;R$ 25.000,00;Cheque; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
DIARIO DE PERNAMBUCO S/A;10.803.492/0001-07;03/09/2010;       Publicidade por jornais e revistas;R$ 4.680,00;Cheque; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
Diretório Estadual/Distrital;03.770.965/0001-51;16/07/2010;Baixa de Recursos Estimáveis em Dinheiro;R$ 11.100,00;Estimado;Direção Estadual/Distrital - PSDB -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
EDITORA JORNAL DO COMMERCIO S/A;10.798.130/0001-75;30/09/2010;       Publicidade por jornais e revistas;R$ 4.836,00;Cheque; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
FOLHA DE PERNAMBUCO;01.935.632/0001-00;29/09/2010;       Publicidade por jornais e revistas;R$ 4.680,00;Cheque; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
GRAFICA FLAMAR EDITORA LTDA;04.165.277/0001-25;01/10/2010;       Publicidade por materiais impressos;R$ 25.200,00;Não informado; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
GRAFICA FLAMAR EDITORA LTDA;04.165.277/0001-25;01/10/2010;       Publicidade por materiais impressos;R$ 10.760,00;Não informado; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
GRAFICA FLAMAR EDITORA LTDA;04.165.277/0001-25;01/10/2010;       Publicidade por materiais impressos;R$ 6.700,00;Não informado; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
MICHAEL LEONARDO BARBOSA LUIS-ME;08.761.623/0001-99;01/10/2010;       Publicidade por carros de som;R$ 4.999,00;Transferência eletrônica; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
MICHAEL LEONARDO BARBOSA LUIS-ME;08.761.623/0001-99;27/08/2010;       Publicidade por carros de som;R$ 80.000,00;Transferência eletrônica; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
MICHAEL LEONARDO BARBOSA LUIS-ME;08.761.623/0001-99;20/08/2010;       Publicidade por carros de som;R$ 25.000,00;Cheque; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
MICHAEL LEONARDO BARBOSA LUIS-ME;08.761.623/0001-99;27/09/2010;       Publicidade por carros de som;R$ 150.000,00;Transferência eletrônica; -  -  / 45000 - HEBERTE LAMARCK GOMES DA SILVA - PE - Deputado Estadual;
