Doador;CPF/CNPJ;Data;Nº Recibo Eleitoral;Valor R$;Espécie do Recurso;Tipo do Comitê;Partido;UF;
BANCO ALVORADA S/A;33.870.163/0001-84;27/08/2010;27000023606;R$ 150.000,00;Transferência eletrônica;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Comitê Financeiro Único;12.181.942/0001-00;09/08/2010;27000023604;R$ 100.000,00;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Comitê Financeiro Único;12.181.942/0001-00;01/10/2010;27000023608;R$ 24.300,00;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Comitê Financeiro Único;12.181.942/0001-00;06/09/2010;27000023607;R$ 50.000,00;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Estadual/Distrital;10.652.064/0001-20;25/08/2010;27000023605;R$ 12.500,00;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Nacional;01.127.628/0001-15;01/10/2010;27000023613;R$ 6.000,00;Estimado;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Nacional;01.127.628/0001-15;29/07/2010;27000023602;R$ 10.000,00;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Nacional;01.127.628/0001-15;28/10/2010;27000023612;R$ 672,54;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Nacional;01.127.628/0001-15;01/10/2010;27000023609;R$ 29.724,91;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Nacional;01.127.628/0001-15;15/10/2010;27000023610;R$ 211,41;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Nacional;01.127.628/0001-15;26/10/2010;27000023611;R$ 1.211,55;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Nacional;01.127.628/0001-15;05/08/2010;27000023603;R$ 1.850,00;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
Diretório Nacional;01.127.628/0001-15;26/07/2010;27000023601;R$ 15.000,00;Cheque;Comitê Financeiro Nacional para Presidente da República;PSDC;BR;
